work_item,target,action,position,other,confidence,frequency
補強材6枚製作応急取付溶接（材料込み）,,溶接,,補強材6枚製作応急取付（材料込み）,40,2
バッテリー脱着,,脱着,,バッテリー,40,2
左右ウィングキャッチ4個取替,キャッチ,取替,左,右ウィング4個,100,2
左右タイヤハウスカバー脱着,タイヤ,脱着,左,右ハウスカバー,100,2
左ウィング幌後ろ押え切断曲がり直し,ウィング,切断,左,幌後ろ押え曲がり直し,100,2
ボルト切断取替加工,,取替,,ボルト切断加工,40,2
ブラケット2本,ブラケット,,,2本,40,2
内張脱着,,脱着,内,張,60,2
ライニング張替２枚,,張替,,ライニング２枚,40,2
左コーナーパネル交換,パネル,交換,左,コーナー,100,2
中古部品取外し,,,外,中古部品取し,20,2
ドライバーシート交換,シート,交換,,ドライバー,80,2
応急修理,,修理,,応急,40,2
ステー交換,ステー,交換,,,80,2
ボルト折損修理,,修理,,ボルト折損,40,2
溶接切断,,溶接,,切断,40,2
横根太穴掘りボルト留め加工,,加工,,横根太穴掘りボルト留め,40,2
左右サイドガード修正,ガード,修正,左,右サイド,100,2
左右リヤ泥除けゴム脱着切断付替え加工,ゴム,脱着,左,右リヤ泥除け切断付替え加工,100,2
20Aパイプ切替加工溶接,パイプ,溶接,,20A切替加工,80,2
ウィング蝶番点検グリスアップ,ウィング,,,蝶番点検グリスアップ,40,2
フロントキャブショック左右交換,,交換,左,フロントキャブショック右,60,2
左フィニシャー交換,,交換,左,フィニシャー,60,2
左右泥除けゴム作成,ゴム,,左,右泥除け作成,60,2
リヤ反射板取替加工,反射板,取替,,リヤ加工,80,2
ウィングフロント左右枠骨腐食部分修理,ウィング,修理,左,フロント右枠骨腐食部分,100,2
蝶番補強修理,,修理,,蝶番補強,40,2
リヤバンパー取替加工,バンパー,取替,,リヤ加工,80,2
キャブチルドシリンダー交換,,交換,,キャブチルドシリンダー,40,2
ナンバー灯交換,,交換,,ナンバー灯,40,2
床面鉄板張り加工,,加工,,床面鉄板張り,40,2
ブラケット交換,ブラケット,交換,,,80,2
歯止め入れ製作,,製作,,歯止め入れ,40,2
ゴミ箱製作,,製作,,ゴミ箱,40,2
作業台製作,,製作,,作業台,40,2
ドアヒンジ交換,ドア,交換,,ヒンジ,80,2
事故修理,,修理,,事故,40,2
テールパイプ交換,パイプ,交換,,テール,80,2
ステップ穴掘り付替え加工,ステップ,加工,,穴掘り付替え,80,2
開き止め取替加工,,取替,,開き止め加工,40,2
左右前後フェリーフックブラケット製作取り付け加工4ヶ所,ブラケット,製作,左,右前後フェリーフック取り付け加工4ヶ所,100,2
自重計交換,,交換,,自重計,40,2
左サイドバンパー鈑金･塗装,バンパー,塗装,左,サイド鈑金･,100,2
プラットホーム異音点検･プラットホーム縞鋼板亀裂応急処置･バッテリー蓋蝶番修正ブッシュ貼付,鋼板,修正,,プラットホーム異音点検･プラットホーム縞亀裂応急処置･バッテリー蓋蝶番ブッシュ貼付,80,2
ステンサイドガード折損修正ステン溶接2カ所,ガード,溶接,サイド,ステン折損修正ステン2カ所,100,2
2軸左右,,,左,2軸右,20,2
3軸左右バックプレート取替,,取替,左,3軸右バックプレート,60,2
清掃作業,,,,,0,2
ダッシュボード1部脱着,,脱着,,ダッシュボード1部,40,2
アシストグリップ取り付け破損部分鈑金溶接,,溶接,,アシストグリップ取り付け破損部分鈑金,40,2
左ウィング枠骨曲がり直し切替鈑金,ウィング,直し,左,枠骨曲がり切替鈑金,100,2
通しパイプ切替鈑金,パイプ,鈑金,,通し切替,80,2
前枠曲がり直し,,直し,前,枠曲がり,60,2
右フラッシャー脱着,,脱着,右,フラッシャー,60,2
ドライバーシートASSY交換,シート,交換,,ドライバーASSY,80,2
ダイナモ修正,,修正,,ダイナモ,40,2
固定ボルト1本取替ブッシュ取付加工,,取替,,固定ボルト1本ブッシュ取付加工,40,2
1本ブッシュ製作応急固定加工,,製作,,1本ブッシュ応急固定加工,40,2
左腐食部分切り替え加工溶接,,溶接,左,腐食部分切り替え加工,60,2
交換,,交換,,,40,2
ボルト嚙み込み切断,,切断,,ボルト嚙み込み,40,2
煽りドア点検見積,ドア,,,煽り点検見積,40,2
左センタースロットル脱着,,脱着,左,センタースロットル,60,2
右ドアパネルASSY交換,ドア,交換,右,パネルASSY,100,2
シートデッキ左ブラケット修正亀裂溶接,ブラケット,溶接,左,シートデッキ修正亀裂,100,2
キャッチ受け脱着付替え加工,キャッチ,脱着,,受け付替え加工,80,2
左右大型反射板取替,反射板,取替,左,右大型,100,2
リヤステップバンパー取替,バンパー,取替,,リヤステップ,80,2
左ミラーアーム脱着修正,ミラー,脱着,左,アーム修正,100,2
セイコーラック取替,,取替,,セイコーラック,40,2
取付,,取付,,,40,2
ニップル折れ込み,,,,,0,2
タップ掛け取替作業,,取替,,タップ掛け作業,40,2
左右床枠ボルト折れ込み修理2本,,修理,左,右床枠ボルト折れ込み2本,60,2
マーカーランプ脱着,ランプ,脱着,,マーカー,80,2
右ミラーアーム付替え,ミラー,付替,右,アームえ,100,2
コーナーパネル脱着作業3回,パネル,脱着,,コーナー作業3回,80,2
プラットホームゴム貼付,ゴム,,,プラットホーム貼付,40,2
左右サイドガード折損溶接6カ所,ガード,溶接,左,右サイド折損6カ所,100,2
左後ろセイコーラック取替,,取替,左,後ろセイコーラック,60,2
右リヤフェンダー穴掘り取替加工,フェンダー,取替,右,リヤ穴掘り加工,100,2
右ステップブラケット脱着修正,ステップ,脱着,右,ブラケット修正,100,2
キャブチルドシリンダー,,,,,0,2
右テールランプレンズ交換,ランプ,交換,右,テールレンズ,100,2
リフレクター取付,,取付,,リフレクター,40,2
折損修正溶接,,溶接,,折損修正,40,2
ライニング6枚張替,,張替,,ライニング6枚,40,2
インナーバンパー交換,バンパー,交換,インナー,,100,2
左フォグランプ交換,ランプ,交換,左,フォグ,100,2
プラットホーム1枚交換,,交換,,プラットホーム1枚,40,2
バッテリー蓋キャッチ脱着応急修理,キャッチ,脱着,,バッテリー蓋応急修理,80,2
コーナーパネル脱着ステイ曲がり直し,パネル,脱着,,コーナーステイ曲がり直し,80,2
左サイドガード折損補強取り付けステン溶接,ガード,溶接,左,サイド折損補強取り付けステン,100,2
左右ツイストロック鈑金修理,,修理,左,右ツイストロック鈑金,60,2
ピンカット,,,,,0,2
ガイドステイ製作,,製作,,ガイドステイ,40,2
台車ブレーキハンドル嚙み込み修理,ハンドル,修理,,台車ブレーキ嚙み込み,80,2
リヤゲート亀裂応急ステン溶接,,溶接,,リヤゲート亀裂応急ステン,40,2
マフラーテールパイプブラケット脱着応急修理,ブラケット,脱着,,マフラーテールパイプ応急修理,80,2
リヤ反射板取替,反射板,取替,,リヤ,80,2
左右三角リフレクター取替,,取替,左,右三角リフレクター,60,2
左テールレンズ交換,,交換,左,テールレンズ,60,2
左ミラー修理,ミラー,修理,左,,100,2
燃料タンク取り付け,タンク,取り付け,,燃料,80,2
バンド２本取替え,,取替,,バンド２本え,40,2
繋ぎホース取替え,ホース,取替,,繋ぎえ,80,2
溶接修理,,修理,,溶接,40,2
左ウィングシリンダー２本取替,ウィング,取替,左,シリンダー２本,100,2
プロペラシャフトガード折損溶接,ガード,溶接,,プロペラシャフト折損,80,2
右コーナーパネル脱着ステー曲がり直し,パネル,脱着,右,コーナーステー曲がり直し,100,2
右ドアー蝶番交換,ドア,交換,右,ー蝶番,100,2
左サイドガード1本切替加工溶接,ガード,溶接,左,サイド1本切替加工,100,2
左右フェンダー脱着穴掘り加工,フェンダー,脱着,左,右穴掘り加工,100,2
散水車フロントバンパー前側配管取付加工（部品持ち込み）,バンパー,加工,前,散水車フロント側配管取付（部品持ち込み）,100,2
ラテラルロッド交換,,交換,,ラテラルロッド,40,2
右工具箱,,,右,工具箱,20,2
燃料タンクバンド脱着,タンク,脱着,,燃料バンド,80,2
タイヤハウスカバー,タイヤ,,,ハウスカバー,40,2
チルドシリンダー,,,,,0,2
ラッチ応急修理,,修理,,ラッチ応急,40,2
アクセルペダル取替,,取替,,アクセルペダル,40,2
右前ウィングキャッチ受け交換,キャッチ,交換,右,前ウィング受け,100,2
工具箱前後2カ所ステイ腐食曲げ鋼材製作溶接鈑金修理,,修理,前,工具箱後2カ所ステイ腐食曲げ鋼材製作溶接鈑金,60,2
カプラー点検解除,,,,,0,2
キャップ交換,,交換,,キャップ,40,2
サイドブレーキブラケット亀裂溶接,ブラケット,溶接,サイド,ブレーキ亀裂,100,2
歯止め入れ付替え,,付替,,歯止め入れえ,40,2
ボルト折れ込み修理2本,,修理,,ボルト折れ込み2本,40,2
架台ジョルダーホイストステイ折損修正応急取り付け溶接,,溶接,,架台ジョルダーホイストステイ折損修正応急取り付け,40,2
鳥居錆落とし応急塗装,,塗装,,鳥居錆落とし応急,40,2
カプラースイッチ加工,,加工,,カプラースイッチ,40,2
アーチゴム取替加工,ゴム,取替,,アーチ加工,80,2
エンジンカバー,カバー,,,エンジン,40,2
エアタンク交換,タンク,交換,,エア,80,2
反射板取替コーキング処理,反射板,取替,,コーキング処理,80,2
サーモバルブ取付ボルト折れ込み修理,,修理,,サーモバルブ取付ボルト折れ込み,40,2
ボデー床面滑り止め貼り付け,,,,,0,2
右フェンダー亀裂溶接,フェンダー,溶接,右,亀裂,100,2
マーカーランプ,ランプ,,,マーカー,40,2
テールランプ,ランプ,,,テール,40,2
ユニット,,,,,0,2
カバー交換,カバー,交換,,,80,2
左前コーナーキャスティング取替加工,,取替,左,前コーナーキャスティング加工,60,2
フロントリッド脱着,,脱着,フロント,リッド,60,2
リヤナンバーボルト折れ込み修理,,修理,,リヤナンバーボルト折れ込み,40,2
左バックミラー,ミラー,,左,バック,60,2
左テールランプ交換,ランプ,交換,左,テール,100,2
コーナーパネル脱着,パネル,脱着,,コーナー,80,2
ブッシュ切断交換,,交換,,ブッシュ切断,40,2
ステイ取替,,取替,,ステイ,40,2
ハーネス交換,,交換,,ハーネス,40,2
キャブサスレベリングバルブ交換,,交換,,キャブサスレベリングバルブ,40,2
コーナーランプ,ランプ,,,コーナー,40,2
バンパーフラッシャー交換,バンパー,交換,,フラッシャー,80,2
取り付け部引出し鈑金,,取り付け,,部引出し鈑金,40,2
コーナーパネル脱着曲がり直し,パネル,脱着,,コーナー曲がり直し,80,2
バンパー応急引出し,バンパー,引出し,,応急,80,2
ブラケット鈑金修理,ブラケット,修理,,鈑金,80,2
DPFマフラーセンサーボルト折れ込み修理,センサー,修理,,DPFマフラーボルト折れ込み,80,2
キャブマウントリンク脱着,,脱着,,キャブマウントリンク,40,2
ホイール塗装4本,ホイール,塗装,,4本,80,2
右ストッパー交換,,交換,右,ストッパー,60,2
レギュレター,,,,,0,2
補修塗装,,塗装,,補修,40,2
バンド２本,,,,,0,2
DPFマフラーカバーボルト折れ込み取外し加工2本,カバー,加工,外,DPFマフラーボルト折れ込み取し2本,100,2
左ウェザーストリップゴム取替,ゴム,取替,左,ウェザーストリップ,100,2
左アッパーフェンダー取替,フェンダー,取替,左,アッパー,100,2
左右バックランプ付替え,ランプ,付替,左,右バックえ,100,2
左ステー制作取付,ステー,取付,左,制作,100,2
右ステー穴掘り加工,ステー,加工,右,穴掘り,100,2
右ドアーパネル,ドア,,右,ーパネル,60,2
破損部分切断鈑金溶接,,溶接,,破損部分切断鈑金,40,2
10ミリボルトASSY,,,,,0,2
ケーブル脱着,,脱着,,ケーブル,40,2
右フレーム曲がり直しカプラーステー鈑金,ステー,直し,右,フレーム曲がりカプラー鈑金,100,2
12ミリボルト切断取替,,取替,,12ミリボルト切断,40,2
アングル穴開けテーパー加工,,加工,,アングル穴開けテーパー,40,2
左右後ろ煽りドアスケット取替２個,ドア,取替,左,右後ろ煽りスケット２個,100,2
バックガード脱着2枚,ガード,脱着,,バック2枚,80,2
左テールランプブッシュボルト２個切断取替,ランプ,取替,左,テールブッシュボルト２個切断,100,2
フォグランプ脱着,ランプ,脱着,,フォグ,80,2
ステー鈑金,ステー,鈑金,,,80,2
支柱折損部補強制作取付溶接,,溶接,,支柱折損部補強制作取付,40,2
ボデー右排水口鉄格子切断取外し,,切断,右,ボデー排水口鉄格子取外し,60,2
スプラッシュシールゴム取替,ゴム,取替,,スプラッシュシール,80,2
メッキ貼付,,,,,0,2
右サイドガードステー修正取付溶接,ステー,溶接,右,サイドガード修正取付,100,2
左右後ろスケット2個取替,,取替,左,右後ろスケット2個,60,2
