invoice_id,invoice_month,invoice_date,customer_name,subject,registration_number,発注番号,order_number,subtotal,tax_amount,total_amount
22031446-1,2203,2022-03-11,UDトラックス株式会社,北九州ダイキュー運輸株式会社,北九州130あ･497,1700406593,10078684,9900,900,9900
22031447-1,2203,2022-03-14,UDトラックス株式会社,東邦興産株式会社,久留米100か6050,1700406595,10048648,2200,200,2200
22031447-2,2203,2022-03-14,UDトラックス株式会社,株式会社サクラ物流,北九州130あ･769,1700406598,10078633,8800,800,8800
22031454-1,2203,2022-03-14,UDトラックス株式会社,鶴丸海運株式会社,北九州100あ4811,1700406608,10078721,10450,950,10450
22031455-1,2203,2022-03-14,UDトラックス株式会社,有限会社SONEKIN　WORKS,北九州100か9577,1700406599,10078624,72600,6600,72600
22031456-1,2203,2022-03-15,UDトラックス株式会社,九州紙運輸株式会社,北九州130い･166,1700406617,10078770,6600,600,6600
22031457-1,2203,2022-03-15,UDトラックス株式会社,三原物流株式会社,北九州100か9779,1700406609,10078718,91300,8300,91300
22031458-1,2203,2022-03-16,UDトラックス株式会社,株式会社サクラ物流,北九州130え･800,1700406579,,17600,1600,17600
22031459-1,2203,2022-03-16,UDトラックス株式会社,株式会社サクラ物流,北九州130え･800,1700406579,10078613,17600,1600,17600
22031460-1,2203,2022-03-19,UDトラックス株式会社,中野産業株式会社,北九州130あ3240,1700406628,10078827,38500,3500,38500
22031460-2,2203,2022-03-19,UDトラックス株式会社,株式会社東西運輸,北九州100き1060,1700406636,10078863,8800,800,8800
22031461-1,2203,2022-03-19,UDトラックス株式会社,平和物流株式会社,北九州100き1744」,1700406643,10078874,13200,1200,13200
22031462-1,2203,2022-03-19,UDトラックス株式会社,株式会社森若商会,北九州130か118,1700406640,10078866,9900,900,9900
22031463-1,2203,2022-03-22,UDトラックス株式会社,株式会社サクラ物流,北九州130い･790,1700406622,10078804,6050,550,6050
22031464-1,2203,2022-03-24,UDトラックス株式会社,菊竹産業株式会社,北九州100え4077,1700406671,10078982,63800,5800,63800
22031465-1,2203,2022-03-25,UDトラックス株式会社,三友建設工業株式会社,北九州100さ2963,1700406661,10078729,7700,700,7700
22031466-1,2203,2022-03-25,UDトラックス株式会社,株式会社ケーツー企画,北九州103え･111,1700406675,10079002,5500,500,5500
22031467-1,2203,2022-03-25,UDトラックス株式会社,三原物流株式会社,北九州100き1301,1700406641,10078453,40150,3650,40150
22031468-1,2203,2022-03-25,UDトラックス株式会社,有限会社SONEKIN　WORKS,北九州100え3705,1700406679,10078923,43780,3980,43780
22031469-1,2203,2022-03-28,UDトラックス株式会社,北九州ダイキュー運輸株式会社,北九州130あ･467,1700406683,10078022,88000,8000,88000
22031470-1,2203,2022-03-28,UDトラックス株式会社,有限会社大雄産業,北九州100か1378,1700406699,10079051,7700,700,7700
22031471-1,2203,2022-03-28,UDトラックス株式会社,株式会社サクラ物流,北九州130あ･768,1700406685,10079036,4400,400,4400
22031472-1,2203,2022-03-28,UDトラックス株式会社,株式会社東西運輸,北九州100え4299,1700406677,10079006,23100,2100,23100
22031473-1,2203,2022-03-28,UDトラックス株式会社,有限会社SONEKIN　WORKS,北九州100か9595,1700406704,10078922,27500,2500,27500
22031474-1,2203,2022-03-28,UDトラックス株式会社,丸屋商事株式会社,北九州830さ･620,1700406712,10079073,6600,600,6600
22031475-1,2203,2022-03-29,UDトラックス株式会社,株式会社サクラ物流,北九州130あ･765,1700406722,10079111,22000,2000,22000
22031476-1,2203,2022-03-30,UDトラックス株式会社,株式会社　北九州物流サービス,北九州102か1000,1700406713,10079097,22000,2000,22000
22031477-1,2203,2022-03-30,UDトラックス株式会社,株式会社ケイティトランスポート,筑豊830あ1312,1700406723,10079052,11000,1000,11000
22031478-1,2203,2022-03-30,UDトラックス株式会社,株式会社東西運輸,北九州100え･375,1700406735,10079153,35200,3200,35200
22031479-1,2203,2022-03-30,UDトラックス株式会社,丸正運送株式会社,筑豊800か･125,1700406733,10079138,39600,3600,39600
22031480-1,2203,2022-03-31,UDトラックス株式会社,株式会社サクラ物流,北九州130あ･796,1700406706,10079077,8800,800,8800
22031481-1,2203,2022-03-31,UDトラックス株式会社,株式会社バンテック,北九州130あ4110,1700406742,10077847,7150,650,7150
22031482-1,2203,2022-03-31,UDトラックス株式会社,株式会社バンテック,北九州130あ4110,1700406741,10077847,3850,350,3850
22031483-1,2203,2022-03-29,UDトラックス株式会社,丸屋商事株式会社,北九州830さ･620,1700406729,10079073,5500,500,5500
22031484-1,2203,2022-03-11,UDトラックス株式会社,田村運輸株式会社,北九州100き3656,1700406597,10078698,7700,700,7700
22032121-1,2204,2022-04-01,UDトラックス株式会社,平和物流株式会社,北九州100き1952,1700406755,10079226,23100,2100,23100
22032122-1,2204,2022-04-01,UDトラックス株式会社,株式会社サクラ物流,北九州130い･812,1700406747,10079206,52800,4800,52800
22041485-1,2204,2022-04-01,UDトラックス株式会社,株式会社サクラ物流,北九州130あ･765,1700406753,10079223,5500,500,5500
22041486-1,2204,2022-04-19,UDトラックス株式会社,丸屋商事株式会社,北九州130さ1403,1700406768,10079224,10450,950,10450
22041487-1,2204,2022-04-22,UDトラックス株式会社,株式会社バンテック,横浜100え2173,1700406874,10079673,36080,3280,36080
22041488-1,2204,2022-04-22,UDトラックス株式会社,株式会社バンテック,北九州100え386,1700406885,10079773,11000,1000,11000
22041489-1,2204,2022-04-23,UDトラックス株式会社,田村運輸株式会社,北九州100き2316,1700406896,10079816,9900,900,9900
22041490-1,2204,2022-04-23,UDトラックス株式会社,久富産業株式会社,北九州100か2538,1700406890,10079789,41800,3800,41800
22041491-1,2204,2022-04-26,UDトラックス株式会社,有限会社岡田運輸,北九州100あ8545,1700406912,10079872,14300,1300,14300
22041492-1,2204,2022-04-26,UDトラックス株式会社,株式会社バンテック九州,北九州100き1127,1700406907,10079849,3300,300,3300
22041493-1,2204,2022-04-26,UDトラックス株式会社,株式会社バンテック,横浜130あ2920,1700406902,10079834,28600,2600,28600
22041494-1,2204,2022-04-27,UDトラックス株式会社,丸正運送株式会社,筑豊830う32,1700406918,10079888,13200,1200,13200
22041495-1,2204,2022-04-27,UDトラックス株式会社,三原物流株式会社,北九州100き2867,1700406904,10079836,1650,150,1650
22041496-1,2204,2022-04-27,UDトラックス株式会社,平和物流株式会社,北九州11い4209,1700406928,10079920,11000,1000,11000
22041497-1,2204,2022-04-27,UDトラックス株式会社,ニッポンロジ株式会社,福岡130う･629,1700406923,10079913,3850,350,3850
22041498-1,2204,2022-04-27,UDトラックス株式会社,株式会社サクラ物流,北九州130あ･796,1700406911,10079867,9900,900,9900
22041499-1,2204,2022-04-27,UDトラックス株式会社,株式会社ダイワ,構内車・101,1700406920,10079841,50600,4600,50600
22041500-1,2204,2022-04-27,UDトラックス株式会社,株式会社バンテック,北九州100え4025,1700406924,10079889,52800,4800,52800
22041501-1,2204,2022-04-28,UDトラックス株式会社,株式会社アイエヌライン,北九州100え3940,1700406935,10079915,6600,600,6600
22041502-1,2205,2022-05-08,UDトラックス株式会社,田村運輸株式会社,北九州100き･422,1700406956,10080019,5500,500,5500
22041503-1,2205,2022-05-08,UDトラックス株式会社,塚本精工株式会社,北九州100す･585,1700406944,10079995,16500,1500,16500
22051504-1,2205,2022-05-08,UDトラックス株式会社,株式会社バンテック,北九州130あ4201,1700406948,10080002,5500,500,5500
22051505-1,2205,2022-05-08,UDトラックス株式会社,株式会社サクラ物流,北九州100か5538,1700406942,10079992,19800,1800,19800
22051506-1,2205,2022-05-09,UDトラックス株式会社,株式会社サクラ物流,北九州100か7462,1700406965,10080061,27500,2500,27500
22051507-1,2205,2022-05-09,UDトラックス株式会社,株式会社サクラ物流,筑豊130あ･637,1700406961,10080049,16500,1500,16500
22051508-1,2205,2022-05-10,UDトラックス株式会社,菊竹産業株式会社,北九州100き1962,1700406973,10080083,13200,1200,13200
22051509-1,2205,2022-05-10,UDトラックス株式会社,株式会社サクラ物流,北九州100か5538,1700406972,10080044,9900,900,9900
22051510-1,2205,2022-05-10,UDトラックス株式会社,平和物流株式会社,北九州100き3491,1700406970,10079971,26400,2400,26400
22051511-1,2205,2022-05-14,UDトラックス株式会社,KD物流株式会社,北九州131う6000,1700407006,10080144,11000,1000,11000
22051512-1,2205,2022-05-15,UDトラックス株式会社,有限会社岡田運輸,北九州100あ8545,1700406982,10080140,6600,600,6600
22051513-1,2205,2022-05-15,UDトラックス株式会社,株式会社サクラ物流,北九州130い･759,1700406977,10080039,13200,1200,13200
22051514-1,2205,2022-05-16,UDトラックス株式会社,三友建設工業株式会社,北九州100す5714,1700406999,10080194,8800,800,8800
22051515-1,2205,2022-05-16,UDトラックス株式会社,有限会社行橋鎮西運送,北九州100あ4997,1700406993,10080129,8800,800,8800
22051516-1,2205,2022-05-16,UDトラックス株式会社,有限会社エコー商会,北九州103ゆ･･･1,1700407010,1700407010,27500,2500,27500
22051517-1,2205,2022-05-19,UDトラックス株式会社,株式会社バンテック九州,北九州100え3683,1700407035,10080289,20900,1900,20900
22051518-1,2205,2022-05-19,UDトラックス株式会社,株式会社バンテック九州,北九州100え3683,1700407035,10080289,22000,2000,22000
22051519-1,2205,2022-05-19,UDトラックス株式会社,株式会社バンテック九州,北九州100え3681,1700407045,10080330,5500,500,5500
22051519-2,2205,2022-05-19,UDトラックス株式会社,株式会社サクラ物流,北九州130う･788,1700407043,10080354,5500,500,5500
22051520-1,2205,2022-05-21,UDトラックス株式会社,有限会社行橋鎮西運送,北九州100あ3038,1700407058,10080401,8800,800,8800
22051521-1,2205,2022-05-21,UDトラックス株式会社,佐川急便株式会社,北九州100あ4360,北九州100あ43690,10080349,8800,800,8800
22051536-1,2205,2022-05-21,UDトラックス株式会社,株式会社ケイティトランスポート,筑豊130い1605,1700407070,10080395,6600,600,6600
22051537-1,2205,2022-05-21,UDトラックス株式会社,有限会社SONEKIN　WORKS,北九州100き1100,1700407055,10080226,5500,500,5500
22051538-1,2205,2022-05-21,UDトラックス株式会社,株式会社バンテック九州,北九州100え3685,1700407062,10080363,19800,1800,19800
22051539-1,2205,2022-05-21,UDトラックス株式会社,平和物流株式会社,北九州100か8384,1700407066,10080413,7700,700,7700
22051540-1,2205,2022-05-21,UDトラックス株式会社,東邦興産株式会社,北九州100き2724,1700407044,10080345,5500,500,5500
22051541-1,2205,2022-05-21,UDトラックス株式会社,東洋物産株式会社,北九州130あ3579,1700407061,10080406,49500,4500,49500
22051542-1,2205,2022-05-22,UDトラックス株式会社,田村運輸株式会社,北九州100き1450,1700407064,10080202,19800,1800,19800
22051543-1,2205,2022-05-23,UDトラックス株式会社,株式会社サクラ物流,北九州130う･773,1700407065,10080412,19800,1800,19800
22051544-1,2205,2022-05-23,UDトラックス株式会社,東洋物産株式会社,北九州100き5921,1700407082,10080444,48400,4400,48400
22051545-1,2205,2022-05-23,UDトラックス株式会社,株式会社永田興業,新車999ん9999,4121372713,1389213,33000,3000,33000
22051546-1,2205,2022-05-23,UDトラックス株式会社,株式会社永田興業,新車999ん9999,4121372715,1389213,33000,3000,33000
22051547-1,2205,2022-05-23,UDトラックス株式会社,株式会社永田興業,新車999ん9999,4121372712,1389213,33000,3000,33000
22051548-1,2205,2022-05-25,UDトラックス株式会社,株式会社サクラ物流,北九州130あ768,1700407094,10080495,3300,300,3300
22051549-1,2205,2022-05-25,UDトラックス株式会社,平和物流株式会社,北九州101え8888,1700407096,10080505,8800,800,8800
22051550-1,2205,2022-05-25,UDトラックス株式会社,京築酒類販売株式会社,北九州130せ1881,1700407097,10080486,24200,2200,24200
22051551-1,2205,2022-05-26,UDトラックス株式会社,新手運輸有限会社,北九州100か8183,1700407092,10080480,14300,1300,14300
22051552-1,2205,2022-05-26,UDトラックス株式会社,株式会社永田興業,新車999ん9999,1700407086,10080339,11000,1000,11000
22051553-1,2205,2022-05-27,UDトラックス株式会社,東邦興産株式会社,北九州100き3308,1700407112,10080559,3850,350,3850
22051554-1,2205,2022-05-29,UDトラックス株式会社,田村運輸株式会社,北九州100き･313,1700407132,10079636,5500,500,5500
22051555-1,2205,2022-05-31,UDトラックス株式会社,有限会社大雄産業,北九州100き･211,1700407145,10080672,8800,800,8800
22051556-1,2205,2022-05-31,UDトラックス株式会社,株式会社白石開発,北九州100え4622,1700407144,10080658,5500,500,5500
22051557-1,2205,2022-05-31,UDトラックス株式会社,有限会社井手梱包,1700407141,1700407141,10080659,4400,400,4400
22051558-1,2205,2022-05-31,UDトラックス株式会社,株式会社サクラ物流,北九州130い･821,1700407136,10080642,140800,12800,140800
22051559-1,2206,2022-06-02,UDトラックス株式会社,北九州ダイキュー運輸株式会社,北九州130い･421,1700407158,10080724,5500,500,5500
22051560-1,2206,2022-06-02,UDトラックス株式会社,ラックライド株式会社,北九州130い5016,1700407152,10080718,5500,500,5500
22061561-1,2206,2022-06-05,UDトラックス株式会社,株式会社東西運輸,北九州100え3913,1700407171,10080802,7700,700,7700
22061562-1,2206,2022-06-05,UDトラックス株式会社,平和物流株式会社,北九州131こ8008,1700407181,10080701,9900,900,9900
22061563-1,2206,2022-06-05,UDトラックス株式会社,株式会社サクラ物流,筑豊130あ･655,1700407174,10080806,5500,500,5500
